Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
13,SJ-I-m-B-04843.02,Turn roman,municipiul ZALĂU,"""Măgura Stânii 2”, În vecinătatea releului TV",sec. II - III p. Chr.
14,SJ-I-m-B-04843.03,Turn roman,municipiul ZALĂU,"""La Oroieşi”",sec. II - III p. Chr.
15,SJ-I-m-B-04843.04,Turn roman,municipiul ZALĂU,"""Masa Craiului”, la capătul de NE al poligonului de tir",sec. II - III p. Chr.
16,SJ-I-m-B-04843.05,Turn roman,municipiul ZALĂU,"""Dealul Dojii”, la N de oraş, pe partea de S a văii Ortelecului, lângă Izvoare",sec. II - III p. Chr.
17,SJ-I-m-B-04843.06,Turn roman,municipiul ZALĂU,"""Dealul Clocoţăl”",sec. II - III p. Chr.
18,SJ-I-m-B-04843.07,Turn roman,municipiul ZALĂU,"""Sub Druia”",sec. II - III p. Chr.
19,SJ-I-m-A-04843.08,Burgus roman,municipiul ZALĂU,"""Fântâna Suşigului”, pe panta de N a dealului Măguriţa, în dreptul ultimei case din cartierul Ortelec",sec. II - III p. Chr.
20,SJ-I-m-B-04843.09,Turn roman,municipiul ZALĂU,"""Măguriţa”, pe panta de N a dealului Măguriţa, în zona lacului",sec. II - III p. Chr.
21,SJ-I-m-B-04843.10,Turn roman,municipiul ZALĂU,"""Dealul Poguior”, lângă „La Strâmtură”",sec. II - III p. Chr.
22,SJ-I-m-B-04843.11,Turn roman,municipiul ZALĂU,"""Dealul Pietroasa”",sec. II - III p. Chr.
23,SJ-I-m-B-04843.12,Turn roman,municipiul ZALĂU,"""Dealul Mare”, la NE de casele de pe „Deleni”, în dreptul bisericii",sec. II - III p. Chr.
24,SJ-I-m-B-04843.13,Turn roman,municipiul ZALĂU,"""Acastău”, la marginea pădurii, pe vârful împădurit",sec. II - III p. Chr.
25,SJ-I-m-B-04843.14,Vallum de piatră (clausura),municipiul ZALĂU; sat MOIGRAD;comuna MIRŞID,"""Dealul Măguriţa-Valea Ortelecului - Vârful Poguior”",sec. II - III p. Chr.
26,SJ-I-s-B-04844,"Situl arheologic de la Zalău, punct ""Str.C.Coposu""",municipiul ZALĂU,Str. Coposu Corneliu 21-23,sec.II - IV p. Chr.
27,SJ-I-m-B-04844.01,Aşezare,municipiul ZALĂU,Str. Coposu Corneliu 21-23,sec.II - III p.Chr.
28,SJ-I-m-B-04844.02,Aşezare,municipiul ZALĂU,Str. Coposu Corneliu 21-23,"sec.IV p.Chr., Epoca post- romană"
29,SJ-I-s-B-04845,"Situl arheologic de la Zalău, Bd. Mihai Viteazul nr. 104- 106",municipiul ZALĂU,Bd. Mihai Viteazul 104-106,
30,SJ-I-m-B-04845.01,"Situl arheologic de la Zalău, Bd. Mihai Viteazul nr.104- 106",municipiul ZALĂU,Bd. Mihai Viteazul 104-106,"sec.VI, Epoca postromană"
31,SJ-I-m-B-04845.02,"Situl arheologic de la Zalău, Bd. Mihai Viteazul nr.104- 106",municipiul ZALĂU,Bd. Mihai Viteazul 104-106,sec.II - III
32,SJ-I-m-B-04845.03,"Situl arheologic de la Zalău, Bd. Mihai Viteazul nr.104- 106",municipiul ZALĂU,Bd. Mihai Viteazul 104-106,Hallstatt
33,SJ-I-s-B-04846,Aşezare,sat AGRIJ; comuna AGRIJ,"""La Pietre”, la cca. 1,5 km NV de şcoală","Epoca bronzului, Cultura Coţofeni"
34,SJ-I-m-B-04919.03,Turn roman,sat AGRIJ; comuna AGRIJ,"""Coasta Lată”",sec. II - III p. Chr.
35,SJ-I-s-B-04847,Aşezare şi necropolă,sat BADON; comuna HERECLEAN,"""La Doaşte”","Epoca bronzului, Epoca romană, Ev mediu timpuriu"
36,SJ-I-m-B-04847.01,Aşezare,sat BADON; comuna HERECLEAN,"""La Doaşte”/La Nove/La pietriş",sec.VIII - X
37,SJ-I-m-B-04847.02,Aşezare,sat BADON; comuna HERECLEAN,"""La Doaşte”/La Nove/La pietriş",sec.II - III p.Chr.
38,SJ-I-m-B-04847.03,Necropolă,sat BADON; comuna HERECLEAN,"""La Doaşte”/La Nove/La pietriş",sec.II - III p. Chr.
39,SJ-I-s-B-04849,Aşezare,sat BADON; comuna HERECLEAN,157,"Epoca bronzului, Cultura grupul Cehăluţ"
40,SJ-I-s-B-04851,"Situl arheologic de la Bezded, punct ""La Bolovani”",sat BEZDED; comuna GÂRBOU,"""La Bolovani”,",
41,SJ-I-m-B-04851.01,Aşezare,sat BEZDED; comuna GÂRBOU,"""La Bolovani”, în hotarul satului",Hallstatt
42,SJ-I-m-B-04851.02,Aşezare,sat BEZDED; comuna GÂRBOU,"""La Bolovani”, în hotarul satului",Epoca bronzului
43,SJ-I-s-B-04850,Turn roman,sat BÎRSĂU MARE; comuna GÂLGĂU,"""La Cetăţea”, la 1,7 km N de sat","sec. II - III p. Chr., Epoca romană"
44,SJ-I-s-B-04852,"Situl arheologic de la Bobota, punct ""Dâmbul Rotund” sau ""Rotundul""",sat BOBOTA; comuna BOBOTA,"""Dâmbul Rotund"" sau ""Rotundul”",
45,SJ-I-m-B-04852.01,Aşezare,sat BOBOTA; comuna BOBOTA,"Dâmbul Rotund sau ""Rotundul”",sec. II - III p. Chr.
46,SJ-I-m-B-04852.02,Aşezare,sat BOBOTA; comuna BOBOTA,"Dâmbul Rotund sau ""Rotundul”",Epoca bronzului
47,SJ-I-m-B-04852.03,Aşezare,sat BOBOTA; comuna BOBOTA,"Dâmbul Rotund sau ""Rotundul”, l",Neolitic
48,SJ-I-s-B-04853,"Situl arheologic de la Bocşa, punct ""La Pietriş”",sat BOCŞA; comuna BOCŞA,"""La Pietriş”",
49,SJ-I-m-B-04853.01,Aşezare,sat BOCŞA; comuna BOCŞA,"""La Pietriş”",Epoca medievală
50,SJ-I-m-B-04853.02,Aşezare,sat BOCŞA; comuna BOCŞA,"""La Pietriş”, pe partea dreapta a şoselei Borla - Bocşa, la 500 m înainte de sat, spre SE",sec. II - III p. Chr.
51,SJ-I-m-B-04853.03,Aşezare,sat BOCŞA; comuna BOCŞA,"""La Pietriş”, pe partea dreapta a şoselei Borla - Bocşa, la 500 m înainte de sat, spre SE",Neolitic
52,SJ-I-s-B-04854,Necropolă tumulară,sat BOCŞA; comuna BOCŞA,"""Pâclău”, la cca. 2 km NE de sat",Epoca bronzului
53, SJ-I-s-B-04855, Aşezare, sat BOCŞA; comuna BOCŞA," 123, ""Dealul Bancului”, în gospodăria nr. 123 şi în jurul ei, la 50 m SE de şcoală"," Epoca bronzului, Cultura Wietenberg"
54,SJ-I-s-B-04856,Aşezare,sat BORLA; comuna BOCŞA,"""Kertteteje”, la 200 m de biserica reformată spre vii, între cimitir şi pârâul Papfolyoka","Epoca bronzului, grupul Cehăluţ"
55,SJ-I-s-B-04857,Aşezare fortificată,sat BOZNA; comuna TREZNEA,"""La Vraniţă”, la 1,5 km NV de sat",Hallstatt
56,SJ-I-s-A-04858,"Situl arheologic de la Brebi, punct ""Dealul Dungii şi Roata Dungii""",sat BREBI; comuna CREACA,"Pe capătul ""Dungii"", pe botul unui promontoriu (cota 253m)",sec. II - III p. Chr.
